Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Calumet Beach,09/05/2015 05:00:00 AM,21.7,0.41,,0.125,3,11,09/05/2015 5:00 AM,CalumetBeach201509050500
63rd Street Beach,09/05/2015 05:00:00 AM,21.9,0.64,,0.114,4,11,09/05/2015 5:00 AM,63rdStreetBeach201509050500
Montrose Beach,09/05/2015 05:00:00 AM,20.4,0,,0.225,9,11.1,09/05/2015 5:00 AM,MontroseBeach201509050500
Calumet Beach,09/04/2015 03:00:00 PM,21.6,0.14,,0.157,4,11.1,09/04/2015 3:00 PM,CalumetBeach201509041500
Montrose Beach,09/04/2015 03:00:00 PM,19.7,0.01,,0.281,4,11.1,09/04/2015 3:00 PM,MontroseBeach201509041500
Osterman Beach,09/04/2015 03:00:00 PM,20.2,0.15,,0.224,2,12.8,09/04/2015 3:00 PM,OstermanBeach201509041500
Ohio Street Beach,09/04/2015 03:00:00 PM,22.5,0.76,,0.2,4,12.3,09/04/2015 3:00 PM,OhioStreetBeach201509041500
Rainbow Beach,09/04/2015 02:00:00 PM,22.2,1.26,,0.363,4,12.3,09/04/2015 2:00 PM,RainbowBeach201509041400
Calumet Beach,09/04/2015 04:00:00 PM,21.8,0.14,,0.148,4,11.1,09/04/2015 4:00 PM,CalumetBeach201509041600
Montrose Beach,09/04/2015 04:00:00 PM,20.2,0.01,,0.259,4,11.1,09/04/2015 4:00 PM,MontroseBeach201509041600
Osterman Beach,09/04/2015 04:00:00 PM,20.6,0.12,,0.214,4,12.7,09/04/2015 4:00 PM,OstermanBeach201509041600
Ohio Street Beach,09/04/2015 04:00:00 PM,22.6,0.5,,0.205,3,12.3,09/04/2015 4:00 PM,OhioStreetBeach201509041600
Rainbow Beach,09/04/2015 03:00:00 PM,22.3,1.14,,0.347,4,12.3,09/04/2015 3:00 PM,RainbowBeach201509041500
Calumet Beach,09/04/2015 05:00:00 PM,21.9,0.15,,0.16,2,11.1,09/04/2015 5:00 PM,CalumetBeach201509041700
Montrose Beach,09/04/2015 05:00:00 PM,20.3,0.01,,0.263,3,11.1,09/04/2015 5:00 PM,MontroseBeach201509041700
Osterman Beach,09/04/2015 05:00:00 PM,20.7,0.11,,0.202,4,12.7,09/04/2015 5:00 PM,OstermanBeach201509041700
Ohio Street Beach,09/04/2015 05:00:00 PM,22.8,0.43,,0.166,4,12.3,09/04/2015 5:00 PM,OhioStreetBeach201509041700
Rainbow Beach,09/04/2015 04:00:00 PM,22.6,2.44,,0.326,4,12.3,09/04/2015 4:00 PM,RainbowBeach201509041600
Calumet Beach,09/04/2015 06:00:00 PM,21.9,0.18,,0.181,2,11.1,09/04/2015 6:00 PM,CalumetBeach201509041800
Montrose Beach,09/04/2015 06:00:00 PM,20.6,0,,0.269,3,11.1,09/04/2015 6:00 PM,MontroseBeach201509041800
Osterman Beach,09/04/2015 06:00:00 PM,20.7,0.15,,0.224,3,12.7,09/04/2015 6:00 PM,OstermanBeach201509041800
Ohio Street Beach,09/04/2015 06:00:00 PM,22.7,0.38,,0.159,4,12.3,09/04/2015 6:00 PM,OhioStreetBeach201509041800
Rainbow Beach,09/04/2015 05:00:00 PM,23.2,8.72,,0.35,3,12.3,09/04/2015 5:00 PM,RainbowBeach201509041700
63rd Street Beach,09/04/2015 05:00:00 PM,22.2,0.27,,0.157,4,11,09/04/2015 5:00 PM,63rdStreetBeach201509041700
Calumet Beach,09/04/2015 07:00:00 PM,23,1.41,,0.185,2,11.1,09/04/2015 7:00 PM,CalumetBeach201509041900
63rd Street Beach,09/04/2015 07:00:00 PM,23.1,1.45,,0.143,3,11,09/04/2015 7:00 PM,63rdStreetBeach201509041900
Montrose Beach,09/04/2015 07:00:00 PM,20.7,0.01,,0.272,4,11.1,09/04/2015 7:00 PM,MontroseBeach201509041900
Osterman Beach,09/04/2015 07:00:00 PM,20.7,0.16,,0.24,4,12.7,09/04/2015 7:00 PM,OstermanBeach201509041900
Ohio Street Beach,09/04/2015 07:00:00 PM,22.6,0.47,,0.16,3,12.3,09/04/2015 7:00 PM,OhioStreetBeach201509041900
Rainbow Beach,09/04/2015 06:00:00 PM,22.5,1.95,,0.311,4,12.3,09/04/2015 6:00 PM,RainbowBeach201509041800
Calumet Beach,09/04/2015 09:00:00 PM,22.7,1.17,,0.182,3,11.1,09/04/2015 9:00 PM,CalumetBeach201509042100
63rd Street Beach,09/04/2015 09:00:00 PM,22.3,0.74,,0.131,4,11,09/04/2015 9:00 PM,63rdStreetBeach201509042100
Montrose Beach,09/04/2015 09:00:00 PM,20.5,0.34,,0.256,3,11.1,09/04/2015 9:00 PM,MontroseBeach201509042100
Osterman Beach,09/04/2015 09:00:00 PM,20.9,0.17,,0.218,3,12.6,09/04/2015 9:00 PM,OstermanBeach201509042100
Ohio Street Beach,09/04/2015 09:00:00 PM,22.5,0.38,,0.154,3,12.3,09/04/2015 9:00 PM,OhioStreetBeach201509042100
Rainbow Beach,09/04/2015 08:00:00 PM,22.1,1.49,,0.297,3,12.3,09/04/2015 8:00 PM,RainbowBeach201509042000
Calumet Beach,09/04/2015 10:00:00 PM,22.6,0.87,,0.16,3,11.1,09/04/2015 10:00 PM,CalumetBeach201509042200
63rd Street Beach,09/04/2015 10:00:00 PM,22.3,1.31,,0.131,3,11,09/04/2015 10:00 PM,63rdStreetBeach201509042200
Montrose Beach,09/04/2015 10:00:00 PM,20.5,0.13,,0.243,3,11.1,09/04/2015 10:00 PM,MontroseBeach201509042200
Osterman Beach,09/04/2015 10:00:00 PM,21,0.23,,0.212,3,12.6,09/04/2015 10:00 PM,OstermanBeach201509042200
Ohio Street Beach,09/04/2015 10:00:00 PM,22.5,0.48,,0.151,3,12.3,09/04/2015 10:00 PM,OhioStreetBeach201509042200
Rainbow Beach,09/04/2015 09:00:00 PM,22,1.36,,0.292,3,12.2,09/04/2015 9:00 PM,RainbowBeach201509042100
Calumet Beach,09/05/2015 04:00:00 PM,22.7,2.01,,0.135,2,11,09/05/2015 4:00 PM,CalumetBeach201509051600
63rd Street Beach,09/05/2015 04:00:00 PM,21.4,0.65,,0.072,4,10.9,09/05/2015 4:00 PM,63rdStreetBeach201509051600
Montrose Beach,09/05/2015 04:00:00 PM,15.2,0.06,,0.181,10,11.1,09/05/2015 4:00 PM,MontroseBeach201509051600
Osterman Beach,09/05/2015 04:00:00 PM,16.4,0.6,,0.209,3,12.3,09/05/2015 4:00 PM,OstermanBeach201509051600
Rainbow Beach,09/05/2015 03:00:00 PM,20.7,0.9,,0.187,5,12.1,09/05/2015 3:00 PM,RainbowBeach201509051500
Ohio Street Beach,09/05/2015 04:00:00 PM,21.5,0.41,,0.179,3,12.1,09/05/2015 4:00 PM,OhioStreetBeach201509051600
Ohio Street Beach,07/03/2016 01:00:00 PM,21.8,1.99,,0.186,3,10.1,07/03/2016 1:00 PM,OhioStreetBeach201607031300
Calumet Beach,07/04/2016 11:00:00 PM,22.3,1.15,,0.154,3,11.9,07/04/2016 11:00 PM,CalumetBeach201607042300
Montrose Beach,07/04/2016 11:00:00 PM,22.3,0,,0.156,3,10,07/04/2016 11:00 PM,MontroseBeach201607042300
Ohio Street Beach,07/04/2016 10:00:00 PM,21.8,3.16,,0.176,2,10,07/04/2016 10:00 PM,OhioStreetBeach201607042200
Montrose Beach,07/31/2016 02:00:00 PM,23.4,0,,0.294,5,10.2,07/31/2016 2:00 PM,MontroseBeach201607311400
Ohio Street Beach,07/31/2016 02:00:00 PM,24.4,1.46,,0.203,3,11.7,07/31/2016 2:00 PM,OhioStreetBeach201607311400
Montrose Beach,07/31/2016 06:00:00 PM,24.6,0,,0.268,3,10.1,07/31/2016 6:00 PM,MontroseBeach201607311800
Ohio Street Beach,05/28/2012 01:00:03 PM,24.6,1.36,,0.183,5,11.7,07/31/2016 6:00 PM,OhioStreetBeach201607311800
Ohio Street Beach,08/09/2016 01:00:00 AM,24.4,2.5,,0.168,4,11.1,08/09/2016 1:00 AM,OhioStreetBeach201608090100
Ohio Street Beach,08/14/2016 04:00:00 AM,22.5,0.88,,0.164,4,10.7,08/14/2016 4:00 AM,OhioStreetBeach201608140400
Ohio Street Beach,08/15/2016 06:00:00 PM,23.3,0.97,,0.168,4,10.6,08/15/2016 6:00 PM,OhioStreetBeach201608151800
Calumet Beach,08/16/2016 06:00:00 AM,23.8,4.79,,0.277,6,11.8,08/16/2016 6:00 AM,CalumetBeach201608160600
Montrose Beach,08/16/2016 06:00:00 AM,23.1,0,,0.407,5,11,08/16/2016 6:00 AM,MontroseBeach201608160600
Ohio Street Beach,08/16/2016 06:00:00 AM,22.8,2.34,,0.202,4,10.6,08/16/2016 6:00 AM,OhioStreetBeach201608160600
Calumet Beach,08/16/2016 07:00:00 AM,23.8,4.8,,0.272,5,11.8,08/16/2016 7:00 AM,CalumetBeach201608160700
Montrose Beach,08/16/2016 07:00:00 AM,22.9,0,,0.356,5,11.2,08/16/2016 7:00 AM,MontroseBeach201608160700
Ohio Street Beach,08/16/2016 07:00:00 AM,22.8,2.71,,0.199,5,10.6,08/16/2016 7:00 AM,OhioStreetBeach201608160700
Montrose Beach,08/16/2016 08:00:00 AM,23,0,,0.338,5,11.4,08/16/2016 8:00 AM,MontroseBeach201608160800
Ohio Street Beach,08/16/2016 08:00:00 AM,22.9,2.23,,0.179,4,10.6,08/16/2016 8:00 AM,OhioStreetBeach201608160800
Calumet Beach,08/16/2016 09:00:00 AM,23.9,4.61,,0.214,4,11.8,08/16/2016 9:00 AM,CalumetBeach201608160900
Montrose Beach,08/16/2016 09:00:00 AM,23.1,0,,0.34,5,11.4,08/16/2016 9:00 AM,MontroseBeach201608160900
Ohio Street Beach,08/16/2016 09:00:00 AM,22.9,1.86,,0.169,4,10.6,08/16/2016 9:00 AM,OhioStreetBeach201608160900
Calumet Beach,08/16/2016 10:00:00 AM,24.1,4.01,,0.212,4,11.8,08/16/2016 10:00 AM,CalumetBeach201608161000
Montrose Beach,08/16/2016 10:00:00 AM,23.3,0,,0.329,4,11.3,08/16/2016 10:00 AM,MontroseBeach201608161000
Rainbow Beach,09/04/2015 10:00:00 PM,22,1.17,,0.281,3,12.2,09/04/2015 10:00 PM,RainbowBeach201509042200
Calumet Beach,09/06/2015 02:00:00 AM,21.1,0.48,,0.114,3,11,09/06/2015 2:00 AM,CalumetBeach201509060200
63rd Street Beach,09/06/2015 02:00:00 AM,19.5,0.76,,0.063,4,10.9,09/06/2015 2:00 AM,63rdStreetBeach201509060200
Montrose Beach,09/06/2015 02:00:00 AM,14.3,0.24,,0.126,6,11,09/06/2015 2:00 AM,MontroseBeach201509060200
Osterman Beach,09/06/2015 02:00:00 AM,14.5,0.41,,0.163,2,12.2,09/06/2015 2:00 AM,OstermanBeach201509060200
Ohio Street Beach,09/06/2015 02:00:00 AM,21,0.46,,0.095,6,12.1,09/06/2015 2:00 AM,OhioStreetBeach201509060200
Rainbow Beach,09/06/2015 01:00:00 AM,19.2,0.59,,0.163,4,12.1,09/06/2015 1:00 AM,RainbowBeach201509060100
Calumet Beach,09/07/2015 03:00:00 AM,17.7,0.77,,0.076,4,11,09/07/2015 3:00 AM,CalumetBeach201509070300
63rd Street Beach,09/07/2015 03:00:00 AM,16.8,0.64,,0.043,6,10.9,09/07/2015 3:00 AM,63rdStreetBeach201509070300
Montrose Beach,09/07/2015 03:00:00 AM,13.1,0.03,,0.104,3,11,09/07/2015 3:00 AM,MontroseBeach201509070300
Osterman Beach,09/07/2015 03:00:00 AM,13,0.28,,0.149,3,12,09/07/2015 3:00 AM,OstermanBeach201509070300
Ohio Street Beach,09/07/2015 03:00:00 AM,20.3,0.99,,0.079,2,12,09/07/2015 3:00 AM,OhioStreetBeach201509070300
Calumet Beach,07/04/2016 03:00:00 AM,21.7,2.23,,0.281,3,12,07/04/2016 3:00 AM,CalumetBeach201607040300
Calumet Beach,09/07/2015 04:00:00 AM,17.7,0.7,,0.07,2,11,09/07/2015 4:00 AM,CalumetBeach201509070400
63rd Street Beach,09/07/2015 04:00:00 AM,16.7,0.59,,0.044,10,10.9,09/07/2015 4:00 AM,63rdStreetBeach201509070400
Montrose Beach,09/07/2015 04:00:00 AM,13.3,0.02,,0.1,3,11,09/07/2015 4:00 AM,MontroseBeach201509070400
Osterman Beach,09/07/2015 04:00:00 AM,13.1,0.37,,0.138,3,12,09/07/2015 4:00 AM,OstermanBeach201509070400
Ohio Street Beach,09/07/2015 04:00:00 AM,20.3,0.98,,0.085,3,12,09/07/2015 4:00 AM,OhioStreetBeach201509070400
Rainbow Beach,09/07/2015 02:00:00 AM,16.3,0.56,,0.102,4,12,09/07/2015 2:00 AM,RainbowBeach201509070200
Calumet Beach,07/04/2016 04:00:00 AM,21.6,2,,0.232,3,12,07/04/2016 4:00 AM,CalumetBeach201607040400
Montrose Beach,07/04/2016 04:00:00 AM,21.1,0,,0.201,3,10.1,07/04/2016 4:00 AM,MontroseBeach201607040400
Ohio Street Beach,07/04/2016 04:00:00 AM,21.3,2.48,,0.153,3,10.1,07/04/2016 4:00 AM,OhioStreetBeach201607040400
Calumet Beach,07/04/2016 08:00:00 AM,21.4,1.73,,0.211,3,11.9,07/04/2016 8:00 AM,CalumetBeach201607040800
Montrose Beach,07/04/2016 08:00:00 AM,20.9,0,,0.216,3,10.1,07/04/2016 8:00 AM,MontroseBeach201607040800
Ohio Street Beach,07/04/2016 07:00:00 AM,21.1,2.39,,0.142,3,10.1,07/04/2016 7:00 AM,OhioStreetBeach201607040700
Calumet Beach,07/04/2016 10:00:00 AM,21.5,1.57,,0.191,2,11.9,07/04/2016 10:00 AM,CalumetBeach201607041000
Ohio Street Beach,07/04/2016 09:00:00 AM,21.2,2.3,,0.165,3,10.1,07/04/2016 9:00 AM,OhioStreetBeach201607040900
Calumet Beach,07/04/2016 11:00:00 AM,21.7,1.55,,0.185,3,11.9,07/04/2016 11:00 AM,CalumetBeach201607041100
Montrose Beach,07/04/2016 11:00:00 AM,21.3,0,,0.221,3,10.1,07/04/2016 11:00 AM,MontroseBeach201607041100
Ohio Street Beach,07/04/2016 11:00:00 AM,21.4,2.56,,0.145,3,10.1,07/04/2016 11:00 AM,OhioStreetBeach201607041100
Calumet Beach,07/04/2016 02:00:00 PM,22.2,1.54,,0.179,3,11.9,07/04/2016 2:00 PM,CalumetBeach201607041400
Montrose Beach,07/04/2016 02:00:00 PM,21.7,0,,0.209,3,10.1,07/04/2016 2:00 PM,MontroseBeach201607041400
Ohio Street Beach,07/04/2016 02:00:00 PM,21.9,3.34,,0.173,3,10.1,07/04/2016 2:00 PM,OhioStreetBeach201607041400
Calumet Beach,07/04/2016 04:00:00 PM,23,2.16,,0.197,3,11.9,07/04/2016 4:00 PM,CalumetBeach201607041600
Montrose Beach,07/04/2016 04:00:00 PM,22,0,,0.211,3,10,07/04/2016 4:00 PM,MontroseBeach201607041600
Calumet Beach,09/05/2015 12:00:00 AM,22.2,0.77,,0.155,3,11.1,09/05/2015 12:00 AM,CalumetBeach201509052400
63rd Street Beach,09/05/2015 12:00:00 AM,22.3,1.72,,0.117,4,11,09/05/2015 12:00 AM,63rdStreetBeach201509052400
Montrose Beach,09/05/2015 12:00:00 AM,20.4,0.01,,0.219,8,11.1,09/05/2015 12:00 AM,MontroseBeach201509052400
Osterman Beach,09/05/2015 12:00:00 AM,20.8,0.18,,0.191,3,12.6,09/05/2015 12:00 AM,OstermanBeach201509052400
Ohio Street Beach,09/05/2015 12:00:00 AM,22.1,0.37,,0.135,3,12.2,09/05/2015 12:00 AM,OhioStreetBeach201509052400
Rainbow Beach,09/04/2015 11:00:00 PM,22,1.04,,0.27,3,12.2,09/04/2015 11:00 PM,RainbowBeach201509042300
Calumet Beach,09/07/2015 04:00:00 PM,17.6,1.33,,0.129,2,10.9,09/07/2015 4:00 PM,CalumetBeach201509071600
63rd Street Beach,09/07/2015 04:00:00 PM,17.6,0.43,,0.068,3,10.8,09/07/2015 4:00 PM,63rdStreetBeach201509071600
Montrose Beach,09/07/2015 04:00:00 PM,14.8,0.1,,0.157,3,10.9,09/07/2015 4:00 PM,MontroseBeach201509071600
Osterman Beach,09/07/2015 04:00:00 PM,14.7,0.57,,0.16,5,11.9,09/07/2015 4:00 PM,OstermanBeach201509071600
Ohio Street Beach,09/07/2015 04:00:00 PM,21.5,1,,0.133,3,11.9,09/07/2015 4:00 PM,OhioStreetBeach201509071600
Rainbow Beach,09/07/2015 03:00:00 PM,17,0.94,,0.238,2,11.9,09/07/2015 3:00 PM,RainbowBeach201509071500
Calumet Beach,09/07/2015 07:00:00 PM,17.7,1.72,,0.112,2,10.9,09/07/2015 7:00 PM,CalumetBeach201509071900
63rd Street Beach,09/07/2015 07:00:00 PM,17.9,1.02,,0.079,5,10.8,09/07/2015 7:00 PM,63rdStreetBeach201509071900
Montrose Beach,09/07/2015 07:00:00 PM,14.7,0.05,,0.121,6,11,09/07/2015 7:00 PM,MontroseBeach201509071900
Osterman Beach,09/07/2015 07:00:00 PM,14.4,0.22,,0.115,6,11.9,09/07/2015 7:00 PM,OstermanBeach201509071900
Ohio Street Beach,09/07/2015 07:00:00 PM,21,0.92,,0.125,3,11.9,09/07/2015 7:00 PM,OhioStreetBeach201509071900
Rainbow Beach,09/07/2015 06:00:00 PM,20.2,0.19,,0.158,4,11.9,09/07/2015 6:00 PM,RainbowBeach201509071800
Ohio Street Beach,07/04/2016 04:00:00 PM,22.1,3.57,,0.159,3,10.1,07/04/2016 4:00 PM,OhioStreetBeach201607041600
Montrose Beach,07/31/2016 03:00:00 PM,23.6,0,,0.272,4,10.2,07/31/2016 3:00 PM,MontroseBeach201607311500
Ohio Street Beach,07/31/2016 03:00:00 PM,24.9,1.73,,0.203,5,11.7,07/31/2016 3:00 PM,OhioStreetBeach201607311500
Montrose Beach,07/31/2016 04:00:00 PM,23.7,0,,0.268,4,10.2,07/31/2016 4:00 PM,MontroseBeach201607311600
Ohio Street Beach,07/31/2016 04:00:00 PM,24.9,1.78,,0.191,5,11.7,07/31/2016 4:00 PM,OhioStreetBeach201607311600
Montrose Beach,07/31/2016 05:00:00 PM,24.4,0,,0.265,5,10.1,07/31/2016 5:00 PM,MontroseBeach201607311700
Ohio Street Beach,07/31/2016 05:00:00 PM,24.7,1.59,,0.198,5,11.7,07/31/2016 5:00 PM,OhioStreetBeach201607311700
Montrose Beach,07/31/2016 07:00:00 PM,24.4,0,,0.271,3,10.1,07/31/2016 7:00 PM,MontroseBeach201607311900
Ohio Street Beach,07/31/2016 07:00:00 PM,24.4,2.04,,0.184,3,11.7,07/31/2016 7:00 PM,OhioStreetBeach201607311900
Montrose Beach,07/31/2016 08:00:00 PM,24,0,,0.264,4,10.1,07/31/2016 8:00 PM,MontroseBeach201607312000
Ohio Street Beach,07/31/2016 08:00:00 PM,24.1,1.4,,0.191,3,11.7,07/31/2016 8:00 PM,OhioStreetBeach201607312000
Montrose Beach,07/31/2016 09:00:00 PM,23.7,0,,0.246,3,10.1,07/31/2016 9:00 PM,MontroseBeach201607312100
Ohio Street Beach,07/31/2016 09:00:00 PM,23.9,1.19,,0.171,4,11.7,07/31/2016 9:00 PM,OhioStreetBeach201607312100
Montrose Beach,07/31/2016 10:00:00 PM,23.6,0,,0.248,3,10.1,07/31/2016 10:00 PM,MontroseBeach201607312200
Ohio Street Beach,07/31/2016 10:00:00 PM,23.8,1.28,,0.162,4,11.7,07/31/2016 10:00 PM,OhioStreetBeach201607312200
Calumet Beach,07/31/2016 11:00:00 PM,24.5,1.54,,0.21,4,10.2,07/31/2016 11:00 PM,CalumetBeach201607312300
Montrose Beach,07/31/2016 11:00:00 PM,23.7,0,,0.241,3,10.1,07/31/2016 11:00 PM,MontroseBeach201607312300
Calumet Beach,09/05/2015 01:00:00 AM,22,0.45,,0.144,3,11.1,09/05/2015 1:00 AM,CalumetBeach201509050100
63rd Street Beach,09/05/2015 01:00:00 AM,22.2,1.44,,0.115,3,11,09/05/2015 1:00 AM,63rdStreetBeach201509050100
Montrose Beach,09/05/2015 01:00:00 AM,20.4,0.03,,0.22,4,11.1,09/05/2015 1:00 AM,MontroseBeach201509050100
Osterman Beach,09/05/2015 01:00:00 AM,20.7,0.16,,0.19,3,12.5,09/05/2015 1:00 AM,OstermanBeach201509050100
Ohio Street Beach,09/05/2015 01:00:00 AM,21.9,0.2,,0.138,4,12.2,09/05/2015 1:00 AM,OhioStreetBeach201509050100
Rainbow Beach,09/05/2015 12:00:00 AM,22,1.1,,0.25,3,12.2,09/05/2015 12:00 AM,RainbowBeach201509052400
Calumet Beach,07/04/2016 05:00:00 PM,23.6,3.33,,0.198,2,11.9,07/04/2016 5:00 PM,CalumetBeach201607041700
Montrose Beach,07/04/2016 05:00:00 PM,21.9,0,,0.211,3,10,07/04/2016 5:00 PM,MontroseBeach201607041700
Ohio Street Beach,07/04/2016 05:00:00 PM,22,3.28,,0.147,4,10,07/04/2016 5:00 PM,OhioStreetBeach201607041700
Calumet Beach,07/04/2016 06:00:00 PM,23.4,3.21,,0.181,4,11.9,07/04/2016 6:00 PM,CalumetBeach201607041800
Montrose Beach,07/04/2016 06:00:00 PM,22.8,0,,0.175,6,10,07/04/2016 6:00 PM,MontroseBeach201607041800
Ohio Street Beach,07/04/2016 06:00:00 PM,22.1,3.42,,0.151,3,10.1,07/04/2016 6:00 PM,OhioStreetBeach201607041800
Calumet Beach,07/04/2016 07:00:00 PM,23.3,2.49,,0.175,2,11.9,07/04/2016 7:00 PM,CalumetBeach201607041900
Montrose Beach,07/04/2016 07:00:00 PM,23,0,,0.17,6,10,07/04/2016 7:00 PM,MontroseBeach201607041900
Ohio Street Beach,07/04/2016 07:00:00 PM,21.9,3.05,,0.165,3,10.1,07/04/2016 7:00 PM,OhioStreetBeach201607041900
Calumet Beach,07/04/2016 08:00:00 PM,23.1,4,,0.156,2,11.9,07/04/2016 8:00 PM,CalumetBeach201607042000
Montrose Beach,07/04/2016 08:00:00 PM,22.8,0,,0.168,3,10,07/04/2016 8:00 PM,MontroseBeach201607042000
Ohio Street Beach,07/04/2016 08:00:00 PM,21.9,3.38,,0.176,3,10.1,07/04/2016 8:00 PM,OhioStreetBeach201607042000
Calumet Beach,07/04/2016 09:00:00 PM,22.7,1.69,,0.19,2,11.9,07/04/2016 9:00 PM,CalumetBeach201607042100
Calumet Beach,07/04/2016 10:00:00 PM,22.5,1.45,,0.153,2,11.9,07/04/2016 10:00 PM,CalumetBeach201607042200
Montrose Beach,07/04/2016 09:00:00 PM,22.7,0,,0.16,3,10,07/04/2016 9:00 PM,MontroseBeach201607042100
Ohio Street Beach,07/04/2016 09:00:00 PM,21.8,3.13,,0.168,3,10,07/04/2016 9:00 PM,OhioStreetBeach201607042100
Calumet Beach,07/05/2016 12:00:00 AM,22.3,1.19,,0.146,3,11.9,07/05/2016 12:00 AM,CalumetBeach201607052400
Montrose Beach,07/05/2016 12:00:00 AM,22.2,0,,0.158,7,10,07/05/2016 12:00 AM,MontroseBeach201607052400
Ohio Street Beach,07/05/2016 12:00:00 AM,21.7,2.95,,0.102,2,10,07/05/2016 12:00 AM,OhioStreetBeach201607052400
Calumet Beach,07/05/2016 01:00:00 AM,22.3,1.22,,0.136,3,11.9,07/05/2016 1:00 AM,CalumetBeach201607050100
Montrose Beach,07/05/2016 01:00:00 AM,21.9,0,,0.165,7,10,07/05/2016 1:00 AM,MontroseBeach201607050100
Calumet Beach,07/05/2016 02:00:00 AM,22.2,1.1,,0.138,4,11.9,07/05/2016 2:00 AM,CalumetBeach201607050200
Montrose Beach,07/05/2016 02:00:00 AM,21.8,0,,0.141,3,10,07/05/2016 2:00 AM,MontroseBeach201607050200
Ohio Street Beach,07/05/2016 01:00:00 AM,21.7,2.87,,0.09,7,10,07/05/2016 1:00 AM,OhioStreetBeach201607050100
Calumet Beach,07/05/2016 03:00:00 AM,22.2,1.18,,0.111,3,11.9,07/05/2016 3:00 AM,CalumetBeach201607050300
Montrose Beach,07/05/2016 03:00:00 AM,21.7,0,,0.134,3,10,07/05/2016 3:00 AM,MontroseBeach201607050300
Ohio Street Beach,07/05/2016 03:00:00 AM,21.6,2.96,,0.097,4,10,07/05/2016 3:00 AM,OhioStreetBeach201607050300
Calumet Beach,07/05/2016 04:00:00 AM,22.2,1.1,,0.111,3,11.9,07/05/2016 4:00 AM,CalumetBeach201607050400
Calumet Beach,07/05/2016 10:00:00 PM,22.1,0.95,,0.111,3,11.8,07/05/2016 10:00 PM,CalumetBeach201607052200
Calumet Beach,09/05/2015 02:00:00 AM,22,0.68,,0.134,4,11.1,09/05/2015 2:00 AM,CalumetBeach201509050200
63rd Street Beach,09/05/2015 02:00:00 AM,22.1,1.2,,0.111,4,11,09/05/2015 2:00 AM,63rdStreetBeach201509050200
Montrose Beach,09/05/2015 02:00:00 AM,20.3,0.01,,0.203,4,11.1,09/05/2015 2:00 AM,MontroseBeach201509050200
Osterman Beach,09/05/2015 02:00:00 AM,20.7,0.18,,0.184,3,12.5,09/05/2015 2:00 AM,OstermanBeach201509050200
Ohio Street Beach,09/05/2015 02:00:00 AM,21.7,0.19,,0.136,3,12.2,09/05/2015 2:00 AM,OhioStreetBeach201509050200
Rainbow Beach,09/05/2015 01:00:00 AM,22,4.18,,0.257,3,12.2,09/05/2015 1:00 AM,RainbowBeach201509050100
Calumet Beach,09/05/2015 03:00:00 AM,21.9,0.49,,0.122,3,11.1,09/05/2015 3:00 AM,CalumetBeach201509050300
63rd Street Beach,09/05/2015 03:00:00 AM,22,0.65,,0.108,3,11,09/05/2015 3:00 AM,63rdStreetBeach201509050300
Montrose Beach,09/05/2015 03:00:00 AM,20.3,0.01,,0.207,3,11.1,09/05/2015 3:00 AM,MontroseBeach201509050300
Osterman Beach,09/05/2015 03:00:00 AM,20.7,0.2,,0.177,3,12.5,09/05/2015 3:00 AM,OstermanBeach201509050300
Ohio Street Beach,09/05/2015 03:00:00 AM,21.6,0.16,,0.14,4,12.2,09/05/2015 3:00 AM,OhioStreetBeach201509050300
Rainbow Beach,09/05/2015 02:00:00 AM,22,3.41,,0.248,3,12.2,09/05/2015 2:00 AM,RainbowBeach201509050200
Calumet Beach,09/05/2015 04:00:00 AM,21.8,0.53,,0.115,3,11,09/05/2015 4:00 AM,CalumetBeach201509050400
63rd Street Beach,09/05/2015 04:00:00 AM,21.9,0.56,,0.109,4,11,09/05/2015 4:00 AM,63rdStreetBeach201509050400
Montrose Beach,09/05/2015 04:00:00 AM,20.4,0.01,,0.201,4,11.1,09/05/2015 4:00 AM,MontroseBeach201509050400
Osterman Beach,09/05/2015 04:00:00 AM,20.6,0.2,,0.182,3,12.5,09/05/2015 4:00 AM,OstermanBeach201509050400
Ohio Street Beach,09/05/2015 04:00:00 AM,21.4,0.26,,0.13,3,12.2,09/05/2015 4:00 AM,OhioStreetBeach201509050400
Rainbow Beach,09/05/2015 03:00:00 AM,21.9,2.27,,0.222,4,12.2,09/05/2015 3:00 AM,RainbowBeach201509050300
Ohio Street Beach,07/05/2016 04:00:00 AM,21.6,2.68,,0.09,4,10,07/05/2016 4:00 AM,OhioStreetBeach201607050400
Ohio Street Beach,07/31/2016 11:00:00 PM,23.7,1.3,,0.164,4,11.7,07/31/2016 11:00 PM,OhioStreetBeach201607312300
Calumet Beach,08/09/2016 02:00:00 AM,24.9,2.98,,0.323,3,9.5,08/09/2016 2:00 AM,CalumetBeach201608090200
Montrose Beach,08/09/2016 02:00:00 AM,24,0.04,,0.288,4,11.8,08/09/2016 2:00 AM,MontroseBeach201608090200
Ohio Street Beach,08/09/2016 02:00:00 AM,24.3,2.3,,0.161,4,11,08/09/2016 2:00 AM,OhioStreetBeach201608090200
